subdivision,period,Other Fossil,Other Renewables,Bioenergy,Coal,Gas,Hydro,Nuclear,Solar,Wind
US-WV,2019-05,0.0016,0,0,0.9142,0.0272,0.0306,0,0,0.0264
US-RI,2019-05,0,0,0.0211,0,0.9431,0.0007,0,0.0081,0.027
US-OH,2019-05,0.012,0,0.0058,0.4053,0.3891,0.0034,0.1663,0.0013,0.0169
US-UT,2019-05,0.0082,0.0098,0.0018,0.5825,0.2643,0.0308,0,0.0796,0.023
US-CA,2019-05,0.0034,0.0586,0.0293,0.0013,0.2392,0.2824,0.1041,0.1685,0.1131
US-MD,2019-05,0.0109,0,0.0126,0.1273,0.3476,0.078,0.395,0.0152,0.0134
US-MI,2019-05,0.0124,0,0.021,0.3122,0.2928,0.0085,0.3013,0.0015,0.0503
US-MO,2019-05,0.0016,0,0.001,0.7161,0.1306,0.0569,0.0542,0.002,0.0377
US-LA,2019-05,0.0451,0,0.0167,0.0896,0.7398,0.0203,0.0884,0,0
US-OR,2019-05,0.001,0.0036,0.0106,0,0.0729,0.7434,0,0.015,0.1537
US-OK,2019-05,0.0005,0,0.0047,0.0783,0.4472,0.079,0,0.0009,0.3893
US-VA,2019-05,0.0085,0,0.0492,0.0264,0.4999,0.0067,0.394,0.0153,0
US-IA,2019-05,0.0014,0,0.0034,0.3112,0.1066,0.0217,0.0989,0.0004,0.4564
US-NV,2019-05,0.0009,0.1165,0.0016,0.034,0.5796,0.0962,0,0.1616,0.0096
US-KS,2019-05,0.0024,0,0.0012,0.2821,0.0843,0.0002,0.2308,0.0004,0.3986
US-NH,2019-05,0.0026,0,0.0671,0.0004,0.0297,0.1451,0.7331,0,0.022
US-NE,2019-05,0.0009,0,0.0029,0.3705,0.0799,0.0682,0.241,0.0015,0.2352
US-ND,2019-05,0.0025,0,0,0.506,0.0425,0.1372,0,0,0.3117
US-TX,2019-05,0.0013,0,0.0029,0.1949,0.5212,0.0046,0.0727,0.0099,0.1925
US-MT,2019-05,0.039,0,0.0006,0.2854,0.0142,0.551,0,0.0017,0.108
US-DE,2019-05,0.0006,0,0.0135,-0.0062,0.9765,0,0,0.0146,0.0011
US-WI,2019-05,0.0022,0,0.0239,0.4477,0.2721,0.0446,0.1779,0.0007,0.0309
US-ME,2019-05,0.0343,0,0.1888,0.0033,0.112,0.4859,0,0.0008,0.1749
US-MS,2019-05,0.0003,0,0.0186,0.097,0.7427,0,0.1349,0.0066,0
US-AL,2019-05,0.0002,0,0.0214,0.1556,0.4032,0.0966,0.3192,0.0038,0
US-MN,2019-05,0.0083,0,0.0185,0.3114,0.1725,0.0275,0.2257,0.0315,0.2045
US-CO,2019-05,0.0015,0,0.003,0.4251,0.2927,0.0387,0,0.0297,0.2092
US-NJ,2019-05,0.0121,0,0.0132,0.0159,0.5792,-0.0001,0.3568,0.0226,0.0003
US-WY,2019-05,0.0022,0,0,0.7672,0.0432,0.0392,0,0.0077,0.1406
US-ID,2019-05,0.0034,0.0058,0.035,0.0011,0.066,0.6986,0,0.0409,0.149
US-AR,2019-05,0.0012,0,0.0231,0.3226,0.3152,0.1033,0.2306,0.0039,0
US-NY,2019-05,0.0085,0,0.0156,0,0.2846,0.2611,0.3949,0.0049,0.0303
CA-NL,2019-06,0.0014,0,0.0025,0.0098,0.0155,0.966,0,0,0.0047
CA-PE,2019-06,0.0005,0,0.0008,0.0033,0.0052,0,0,0.0017,0.9884
CA-NS,2019-06,0.0336,0.0008,0.0608,0.2402,0.3792,0.1628,0,0,0.1227
CA-NB,2019-06,0.0062,0.0001,0.0112,0.0443,0.0699,0.2828,0.5316,0,0.054
CA-QC,2019-06,0.0005,0,0.0009,0.0037,0.0058,0.9392,0,0,0.0498
CA-ON,2019-06,0.0017,0,0.0031,0.0122,0.0192,0.27,0.6355,0.0244,0.034
CA-MB,2019-06,0.0001,0,0.0001,0.0004,0.0007,0.9767,0,0,0.022
CA-SK,2019-06,0.0386,0.0009,0.0699,0.2759,0.4356,0.15,0,0,0.0292
CA-AB,2019-06,0.0418,0.0009,0.0756,0.2987,0.4716,0.0627,0,0.0005,0.0481
CA-BC,2019-06,0.0048,0.0001,0.0087,0.0345,0.0545,0.8681,0,0,0.0292
CA-YT,2019-06,0.0039,0.0001,0.0071,0.0279,0.044,0.917,0,0,0
CA-NT,2019-06,0.0312,0.0007,0.0565,0.2232,0.3523,0.3069,0,0.0007,0.0285
CA-NU,2019-06,0.047,0.0011,0.0851,0.3362,0.5307,0,0,0,0
US-PA,2019-06,0.0045,0,0.0087,0.1409,0.4447,0.0125,0.3754,0.0005,0.0129
US-SC,2019-06,0.0011,0,0.0204,0.1466,0.2581,0.0188,0.5468,0.0081,0
US-GA,2019-06,0.0027,0,0.0402,0.226,0.4426,0.0231,0.2476,0.0178,0
US-TN,2019-06,0.0031,0,0.0097,0.1327,0.2305,0.1354,0.4829,0.0053,0.0004
US-AZ,2019-06,0.0005,0,0.0019,0.1864,0.4066,0.0607,0.2795,0.0603,0.0041
US-CT,2019-06,0.0151,0,0.0189,-0.0003,0.5099,0.0109,0.4411,0.0043,0.0002
US-SD,2019-06,0.0005,0,0,0.1589,0.0898,0.6159,0,0.0002,0.1346
US-WA,2019-06,0.001,0,0.0118,0.0133,0.1137,0.7379,0.0264,0.0006,0.0954
US-VT,2019-06,0.0003,0,0.0969,0,0.0009,0.6823,0,0.0871,0.1325
US-AK,2019-06,0.1257,0,0.004,0.1202,0.3953,0.3324,0,0,0.0225
US-IL,2019-06,0.0019,0,0.0023,0.2409,0.1217,0.0006,0.5633,0.0004,0.0689
US-NC,2019-06,0.0047,0,0.0188,0.2427,0.2936,0.0517,0.3201,0.0651,0.0033
US-IN,2019-06,0.0071,0,0.0052,0.5647,0.357,0.0027,0,0.0048,0.0584
US-NM,2019-06,0.0044,0.0012,0.0006,0.4571,0.3043,0.0051,0,0.0526,0.1747
US-FL,2019-06,0.0182,0,0.0163,0.0933,0.7626,0.0008,0.0939,0.0149,0
US-MA,2019-06,0.0492,0,0.0535,0,0.7585,0.04,0,0.09,0.0088
US-KY,2019-06,0.001,0,0.0059,0.7479,0.1845,0.06,0,0.0008,0
US-HI,2019-06,0.7803,0,0.0282,0.1063,0.0005,0.0094,0,0.0273,0.0481
US-WV,2019-06,0.0024,0,0,0.9106,0.0346,0.0282,0,0,0.0242
US-RI,2019-06,0.0001,0,0.0316,0,0.937,0.0004,0,0.009,0.0219
US-OH,2019-06,0.0107,0,0.0053,0.3934,0.4277,0.003,0.1437,0.0014,0.0148
US-UT,2019-06,0.0072,0.009,0.0021,0.5973,0.2485,0.0288,0,0.085,0.0221
US-CA,2019-06,0.0038,0.0533,0.0287,0.0013,0.2891,0.2594,0.091,0.1862,0.0872
US-MD,2019-06,0.0129,0,0.0116,0.106,0.3711,0.07,0.4005,0.0156,0.0122
US-MI,2019-06,0.0035,0,0.0195,0.3406,0.2814,0.0065,0.3061,0.0016,0.0408
US-MO,2019-06,0.0011,0,0.0014,0.6562,0.1227,0.0497,0.1364,0.0021,0.0305
US-LA,2019-06,0.0336,0,0.0191,0.0736,0.7246,0.0112,0.138,0,0
US-OR,2019-06,0.0005,0.0032,0.0128,0,0.2327,0.5455,0,0.0165,0.189
US-OK,2019-06,0.0003,0,0.0033,0.1014,0.5804,0.0405,0,0.0009,0.2732
US-VA,2019-06,0.0071,0,0.0366,0.048,0.6114,0.0045,0.282,0.0103,0
US-IA,2019-06,0.0025,0,0.0037,0.4277,0.1338,0.0165,0.0865,0.0004,0.3289
US-NV,2019-06,0.0011,0.0884,0.0013,0.0525,0.6548,0.0543,0,0.1408,0.0069
US-KS,2019-06,0.0016,0,0.0013,0.349,0.0778,0.0001,0.2116,0.0004,0.3582
US-NH,2019-06,0.0038,0,0.0539,0.0232,0.2283,0.0858,0.5882,0,0.0168
US-NE,2019-06,0.0005,0,0.0021,0.5742,0.0464,0.0441,0.1788,0.0013,0.1527
US-ND,2019-06,0.0022,0,0,0.5936,0.0469,0.1087,0,0,0.2486
US-TX,2019-06,0.001,0,0.0027,0.193,0.5624,0.0026,0.0828,0.011,0.1446
US-MT,2019-06,0.0258,0,0.001,0.402,0.014,0.4691,0,0.0017,0.0865
US-DE,2019-06,0.0012,0,0.0114,0.0029,0.9722,0,0,0.0114,0.0009
US-WI,2019-06,0.0033,0,0.0207,0.3758,0.354,0.0394,0.1795,0.0008,0.0267
US-ME,2019-06,0.0403,0,0.2154,0.0038,0.1538,0.3986,0,0.001,0.1873
US-MS,2019-06,0.0003,0,0.0214,0.0854,0.7024,0,0.1848,0.0058,0
US-AL,2019-06,0.0001,0,0.0203,0.1736,0.4164,0.0794,0.307,0.0032,0
US-MN,2019-06,0.0069,0,0.0214,0.3171,0.2178,0.0219,0.2422,0.0341,0.1387
US-CO,2019-06,0.0011,0,0.0029,0.4168,0.3232,0.039,0,0.0327,0.1844
US-NJ,2019-06,0.0099,0,0.0114,0.015,0.6038,-0.0022,0.34,0.0217,0.0003
US-WY,2019-06,0.0036,0,0,0.8232,0.0314,0.0316,0,0.0076,0.1026
US-ID,2019-06,0.0025,0.0053,0.0288,0,0.145,0.6489,0,0.0442,0.1253
US-AR,2019-06,0.0006,0,0.0223,0.4067,0.3969,0.06,0.1096,0.0039,0
US-NY,2019-06,0.0081,0,0.0162,0.0001,0.3529,0.2339,0.3534,0.005,0.0304
CA-NL,2019-07,0.0006,0,0.0011,0.0043,0.0067,0.9843,0,0,0.0031
CA-PE,2019-07,0.0006,0,0.0012,0.0046,0.0073,0,0,0.0026,0.9837
CA-NS,2019-07,0.0367,0.0007,0.0672,0.2649,0.4185,0.1243,0,0,0.0877
CA-NB,2019-07,0.0204,0.0004,0.0373,0.1471,0.2324,0.1492,0.3629,0,0.0503
CA-QC,2019-07,0.0005,0,0.0008,0.0033,0.0052,0.9507,0,0,0.0394
CA-ON,2019-07,0.0066,0.0001,0.0122,0.0479,0.0757,0.2135,0.5843,0.0231,0.0366
CA-MB,2019-07,0.0001,0,0.0002,0.001,0.0015,0.9762,0,0,0.0209
CA-SK,2019-07,0.0355,0.0007,0.0649,0.2559,0.4043,0.2136,0,0,0.0251
CA-AB,2019-07,0.042,0.0008,0.0767,0.3024,0.4778,0.064,0,0.0005,0.0358
CA-BC,2019-07,0.0064,0.0001,0.0117,0.0461,0.0729,0.8368,0,0,0.026
CA-YT,2019-07,0.0024,0,0.0044,0.0175,0.0277,0.9478,0,0,0
CA-NT,2019-07,0.0295,0.0006,0.0539,0.2124,0.3356,0.346,0,0.0006,0.0214
CA-NU,2019-07,0.0466,0.0009,0.0853,0.3361,0.5311,0,0,0,0
US-PA,2019-07,0.0045,0,0.0077,0.1678,0.4766,0.0107,0.3248,0.0004,0.0074
US-SC,2019-07,0.0012,0,0.0207,0.1693,0.2726,0.0107,0.516,0.0095,0
US-GA,2019-07,0.0021,0,0.0389,0.2494,0.4535,0.0131,0.226,0.017,0
US-TN,2019-07,0.0018,0,0.0086,0.2928,0.2026,0.0928,0.3967,0.0043,0.0003
US-AZ,2019-07,0.0003,0,0.0015,0.2185,0.432,0.0578,0.2417,0.0448,0.0035
US-CT,2019-07,0.0126,0,0.0154,0,0.5887,0.0054,0.3736,0.0043,0.0001
US-SD,2019-07,0.0015,0,0,0.2078,0.1138,0.5123,0,0.0002,0.1643
US-WA,2019-07,0.0007,0,0.0138,0.0741,0.1995,0.5445,0.0844,0.0005,0.0825
US-VT,2019-07,0.0005,0,0.3032,0,0.0013,0.4642,0,0.1172,0.1136
US-AK,2019-07,0.1346,0,0.0065,0.1145,0.4533,0.2703,0,0,0.0208
US-IL,2019-07,0.0015,0,0.002,0.2785,0.184,0.0007,0.4942,0.0005,0.0387
US-NC,2019-07,0.0042,0,0.0144,0.3186,0.2948,0.023,0.2816,0.0614,0.002
US-IN,2019-07,0.0041,0,0.0038,0.6562,0.3039,0.0021,0,0.0043,0.0256
US-NM,2019-07,0.0042,0.001,0.0005,0.4498,0.3521,0.0049,0,0.043,0.1444
US-FL,2019-07,0.0169,0,0.0154,0.0925,0.7478,0.0005,0.1125,0.0143,0
US-MA,2019-07,0.0348,0,0.0298,0,0.8773,0,0,0.0546,0.0035
US-KY,2019-07,0.0011,0,0.004,0.7173,0.2211,0.0558,0,0.0007,0
US-HI,2019-07,0.7488,0,0.0288,0.1393,0.0001,0.0104,0,0.0272,0.0454
US-WV,2019-07,0.0023,0,0,0.9298,0.038,0.0156,0,0,0.0143
US-RI,2019-07,0,0,0.0206,0,0.9621,0.0002,0,0.0069,0.0103
US-OH,2019-07,0.0099,0,0.0054,0.395,0.443,0.0031,0.1333,0.0019,0.0084
US-UT,2019-07,0.0025,0.0074,0.0018,0.5995,0.2797,0.0249,0,0.0641,0.0202
US-CA,2019-07,0.0034,0.0474,0.0257,0.0001,0.398,0.2038,0.0807,0.1609,0.08
US-MD,2019-07,0.0116,0,0.0089,0.2051,0.4039,0.0301,0.3181,0.0131,0.0094
US-MI,2019-07,0.0136,0,0.0181,0.3496,0.3396,0.0027,0.2506,0.0017,0.0242
US-MO,2019-07,0.0009,0,0.0015,0.7142,0.118,0.0232,0.116,0.0017,0.0246
US-LA,2019-07,0.0368,0,0.0189,0.0754,0.6974,0.0165,0.1549,0,0
US-OR,2019-07,0.0012,0.003,0.017,0.0574,0.3764,0.3633,0,0.0149,0.1667
US-OK,2019-07,0.0003,0,0.0031,0.0995,0.6023,0.0528,0,0.0008,0.2413
US-VA,2019-07,0.0073,0,0.0371,0.0636,0.6304,-0.0045,0.2562,0.0099,0
US-IA,2019-07,0.0105,0,0.003,0.4582,0.1687,0.0097,0.0745,0.0003,0.275
US-NV,2019-07,0.001,0.0776,0.0011,0.059,0.6837,0.0513,0,0.1204,0.006
US-KS,2019-07,0.0012,0,0.0011,0.3971,0.0745,0,0.1841,0.0003,0.3417
US-NH,2019-07,0.0044,0,0.0599,0.0193,0.3385,0.0448,0.5218,0,0.0112
US-NE,2019-07,0.0002,0,0.0018,0.6102,0.0549,0.0275,0.1649,0.0012,0.1394
US-ND,2019-07,0.0016,0,0,0.6948,0.0516,0.0662,0,0,0.1858
US-TX,2019-07,0.001,0,0.0024,0.1873,0.5818,0.0037,0.0759,0.0101,0.1379
US-MT,2019-07,0.0249,0,0.0007,0.4821,0.0184,0.4071,0,0.0012,0.0655
US-DE,2019-07,0.0049,0,0.0054,0.084,0.8998,0,0,0.0057,0.0002
US-WI,2019-07,0.0035,0,0.0186,0.4384,0.334,0.036,0.1533,0.0008,0.0154
US-ME,2019-07,0.0449,0,0.2317,0.0048,0.3546,0.2258,0,0.0011,0.1371
US-MS,2019-07,0.0001,0,0.0179,0.0718,0.7576,0,0.1479,0.0046,0
US-AL,2019-07,0.0001,0,0.0234,0.182,0.4355,0.065,0.2908,0.0032,0
US-MN,2019-07,0.0058,0,0.0186,0.3309,0.2609,0.014,0.227,0.0309,0.112
US-CO,2019-07,0.0011,0,0.0026,0.4014,0.3671,0.0334,0,0.0254,0.169
US-NJ,2019-07,0.0075,0,0.009,0.012,0.6209,-0.0019,0.3336,0.0188,0.0002
US-WY,2019-07,0.0027,0,0,0.8567,0.0209,0.0282,0,0.0062,0.0853
US-ID,2019-07,0.0035,0.0045,0.0257,0,0.2445,0.5831,0,0.0341,0.1048
US-AR,2019-07,0.0006,0,0.0207,0.3934,0.387,0.085,0.109,0.0042,0
US-NY,2019-07,0.0079,0,0.0126,0.0031,0.4794,0.1934,0.2817,0.0046,0.0174
CA-NL,2019-08,0.0004,0,0.0008,0.0031,0.0049,0.9878,0,0,0.0031
CA-PE,2019-08,0.0006,0,0.0011,0.0043,0.0068,0,0,0.0021,0.9852
CA-NS,2019-08,0.04,0.0008,0.0741,0.2915,0.461,0.0432,0,0,0.0894
CA-NB,2019-08,0.0162,0.0003,0.0299,0.1176,0.1859,0.107,0.5117,0,0.0315
CA-QC,2019-08,0.0005,0,0.001,0.0038,0.006,0.9473,0,0,0.0415
CA-ON,2019-08,0.0048,0.0001,0.0089,0.0352,0.0556,0.1944,0.6385,0.0232,0.0392
CA-MB,2019-08,0.0001,0,0.0001,0.0004,0.0007,0.9766,0,0,0.0222
CA-SK,2019-08,0.0377,0.0008,0.0697,0.2741,0.4334,0.1568,0,0,0.0276
CA-AB,2019-08,0.0426,0.0009,0.0789,0.3105,0.4909,0.0423,0,0.0004,0.0335
CA-BC,2019-08,0.006,0.0001,0.011,0.0434,0.0687,0.8482,0,0,0.0225
CA-YT,2019-08,0.0023,0,0.0043,0.0168,0.0265,0.9502,0,0,0
CA-NT,2019-08,0.0316,0.0006,0.0584,0.2298,0.3634,0.2901,0,0.0005,0.0256
CA-NU,2019-08,0.0462,0.0009,0.0854,0.3361,0.5314,0,0,0,0
US-PA,2019-08,0.0047,0,0.0081,0.1373,0.4885,0.0108,0.3421,0.0004,0.0081
US-SC,2019-08,0.0011,0,0.0215,0.1835,0.2787,0.0073,0.4985,0.0094,0
US-GA,2019-08,0.0023,0,0.0389,0.2162,0.4772,0.0093,0.2403,0.0159,0
US-TN,2019-08,0.0015,0,0.0104,0.2653,0.2179,0.0933,0.4069,0.0045,0.0003
US-AZ,2019-08,0.0003,0,0.0016,0.2288,0.4367,0.0567,0.2251,0.0477,0.0031
US-CT,2019-08,0.0135,0,0.0179,0.0002,0.5624,0.0033,0.3987,0.0038,0.0001
US-SD,2019-08,0.0023,0,0,0.2289,0.1318,0.4708,0,0.0003,0.166
US-WA,2019-08,0.0006,0,0.0152,0.0845,0.2125,0.5325,0.0851,0.0005,0.069
US-VT,2019-08,0.0008,0,0.3932,0,0.001,0.3296,0,0.1228,0.1526
US-AK,2019-08,0.1542,0,0.0074,0.1099,0.4416,0.2675,0,0,0.0194
US-IL,2019-08,0.0017,0,0.0021,0.2648,0.1668,0.0008,0.5277,0.0005,0.0355
US-NC,2019-08,0.0045,0,0.0171,0.3079,0.2975,0.0262,0.2888,0.0563,0.0018
US-IN,2019-08,0.0052,0,0.0044,0.5821,0.3741,0.0025,0,0.0047,0.027
US-NM,2019-08,0.0033,0.0014,0.0005,0.429,0.391,0.0044,0,0.0409,0.1295
US-FL,2019-08,0.0157,0,0.015,0.0776,0.7656,0.0004,0.1123,0.0133,0
US-MA,2019-08,0.0454,0,0.0444,0,0.8509,-0.0063,0,0.061,0.0046
US-KY,2019-08,0.0015,0,0.0055,0.7305,0.2033,0.0586,0,0.0007,0
US-HI,2019-08,0.7589,0,0.0276,0.1401,0.0003,0.0093,0,0.0251,0.0388
US-WV,2019-08,0.0017,0,0,0.92,0.0485,0.0147,0,0,0.0151
US-RI,2019-08,0,0,0.0185,0,0.9654,0.0001,0,0.0058,0.0102
US-OH,2019-08,0.0096,0,0.0056,0.3789,0.4594,0.0032,0.1334,0.0018,0.008
US-UT,2019-08,0.0055,0.0072,0.0015,0.619,0.263,0.023,0,0.0631,0.0177
US-CA,2019-08,0.0037,0.0463,0.0248,0,0.4505,0.1783,0.0771,0.152,0.0675
US-MD,2019-08,0.011,0,0.0096,0.2077,0.3905,0.0188,0.3406,0.0126,0.0092
US-MI,2019-08,0.0087,0,0.0184,0.3137,0.351,0.0038,0.2805,0.0017,0.0223
US-MO,2019-08,0.0007,0,0.0014,0.7124,0.1261,0.0161,0.1218,0.0017,0.0197
US-LA,2019-08,0.0413,0,0.0187,0.0723,0.7222,0.0075,0.1379,0,0
US-OR,2019-08,0.0009,0.0031,0.0173,0.0637,0.4202,0.3427,0,0.0146,0.1376
US-OK,2019-08,0.0004,0,0.0032,0.0921,0.6548,0.023,0,0.0007,0.2258
US-VA,2019-08,0.0129,0,0.0357,0.0567,0.6235,-0.0056,0.2678,0.009,0
US-IA,2019-08,0.0018,0,0.0047,0.4577,0.2067,0.0085,0.0881,0.0004,0.2321
US-NV,2019-08,0.0009,0.0736,0.0011,0.0692,0.6928,0.0401,0,0.1172,0.0052
US-KS,2019-08,0.0014,0,0.0014,0.403,0.0871,0.0002,0.2027,0.0003,0.3039
US-NH,2019-08,0.0036,0,0.0686,0.0093,0.327,0.0267,0.5535,0,0.0113
US-NE,2019-08,0.0002,0,0.0016,0.6106,0.0679,0.0216,0.1736,0.0011,0.1233
US-ND,2019-08,0.0017,0,0,0.6873,0.0504,0.0471,0,0,0.2135
US-TX,2019-08,0.0011,0,0.0033,0.1742,0.6113,0.0016,0.0723,0.0091,0.1271
US-MT,2019-08,0.0233,0,0.0007,0.5316,0.0213,0.364,0,0.0012,0.0579
US-DE,2019-08,0.0015,0,0.0067,0.0208,0.9642,0,0,0.0065,0.0003
US-WI,2019-08,0.0028,0,0.0184,0.4528,0.3283,0.0365,0.1475,0.0007,0.013
US-ME,2019-08,0.0523,0,0.2998,0.0067,0.2905,0.1748,0,0.0012,0.1747
US-MS,2019-08,0.0001,0,0.0182,0.0723,0.7606,0,0.1447,0.0042,0
US-AL,2019-08,0.0001,0,0.0223,0.1867,0.4358,0.0602,0.292,0.0028,0
US-MN,2019-08,0.0071,0,0.0195,0.2935,0.2837,0.0112,0.2439,0.032,0.109
US-CO,2019-08,0.0011,0,0.0027,0.4473,0.3446,0.0319,0,0.0253,0.1469
US-NJ,2019-08,0.009,0,0.0098,0.0119,0.6248,-0.002,0.3281,0.0182,0.0002
US-WY,2019-08,0.0028,0,0,0.8662,0.0237,0.0263,0,0.0058,0.0753
US-ID,2019-08,0.003,0.0047,0.0242,0,0.2599,0.5747,0,0.0355,0.098
US-AR,2019-08,0.0002,0,0.0168,0.3537,0.382,0.0355,0.2081,0.0037,0
US-NY,2019-08,0.0078,0,0.0138,0.0028,0.4429,0.2044,0.3038,0.0046,0.0198
CA-NL,2019-09,0.0018,0,0.0034,0.0132,0.021,0.955,0,0,0.0056
CA-PE,2019-09,0.0004,0,0.0007,0.0029,0.0046,0,0,0.0013,0.99
CA-NS,2019-09,0.0378,0.0007,0.0689,0.2712,0.4293,0.0676,0,0,0.1245
CA-NB,2019-09,0.016,0.0003,0.0292,0.1149,0.1819,0.1195,0.4737,0,0.0645
CA-QC,2019-09,0.0005,0,0.001,0.0038,0.0059,0.9313,0,0,0.0575
CA-ON,2019-09,0.0033,0.0001,0.006,0.0237,0.0375,0.2066,0.6475,0.0201,0.0553
CA-MB,2019-09,0.0001,0,0.0002,0.0009,0.0015,0.9741,0,0,0.0231
CA-SK,2019-09,0.0396,0.0008,0.0722,0.284,0.4496,0.1257,0,0,0.0281
CA-AB,2019-09,0.0426,0.0008,0.0777,0.3057,0.4839,0.041,0,0.0003,0.048
CA-BC,2019-09,0.0052,0.0001,0.0095,0.0375,0.0593,0.8618,0,0,0.0265
CA-YT,2019-09,0.0036,0.0001,0.0065,0.0255,0.0404,0.924,0,0,0
CA-NT,2019-09,0.0296,0.0006,0.054,0.2123,0.3361,0.342,0,0.0005,0.0248
CA-NU,2019-09,0.0468,0.0009,0.0853,0.3357,0.5313,0,0,0,0
US-PA,2019-09,0.0039,0,0.0085,0.1355,0.4748,0.0124,0.3543,0.0004,0.0101
US-SC,2019-09,0.0012,0,0.0228,0.181,0.277,0.0035,0.5042,0.0102,0
US-GA,2019-09,0.0021,0,0.0386,0.2449,0.4595,0.0047,0.2335,0.0168,0
US-TN,2019-09,0.0013,0,0.0117,0.3741,0.2336,0.079,0.295,0.0048,0.0004
US-AZ,2019-09,0.0004,0,0.0019,0.2014,0.4395,0.0471,0.2613,0.0438,0.0045
US-CT,2019-09,0.0145,0,0.0199,-0.0006,0.512,0.0034,0.4465,0.0041,0.0002
US-SD,2019-09,0.0007,0,0,0.1991,0.0543,0.4925,0,0.0002,0.2533
US-WA,2019-09,0.0008,0,0.0174,0.0961,0.243,0.4573,0.104,0.0005,0.0809
US-VT,2019-09,-0.001,0,0.3144,0,0,0.3206,0,0.1398,0.2262
US-AK,2019-09,0.21,0,0.0083,0.1218,0.3888,0.244,0,0,0.0271
US-IL,2019-09,0.0019,0,0.0022,0.2754,0.1203,0.0007,0.5368,0.0004,0.0623
US-NC,2019-09,0.0039,0,0.0165,0.294,0.3072,0.0243,0.2945,0.0571,0.0025
US-IN,2019-09,0.0044,0,0.0044,0.5733,0.3689,0.0025,0,0.0036,0.0429
US-NM,2019-09,0.0044,0.0016,0.0006,0.4263,0.3458,0.004,0,0.0394,0.178
US-FL,2019-09,0.0169,0,0.0147,0.0839,0.7705,0.0004,0.0976,0.0161,0
US-MA,2019-09,0.0609,0,0.0657,0,0.7839,-0.0102,0,0.0894,0.0104
US-KY,2019-09,0.0017,0,0.0035,0.7313,0.2203,0.0425,0,0.0007,0
US-HI,2019-09,0.7562,0,0.0295,0.1279,0.0004,0.0069,0,0.03,0.0492
US-WV,2019-09,0.0021,0,0,0.9018,0.0609,0.0137,0,0,0.0215
US-RI,2019-09,0,0,0.0226,0,0.9475,0.0001,0,0.0097,0.0201
US-OH,2019-09,0.0053,0,0.005,0.4035,0.4298,0.0032,0.1422,0.0014,0.0095
US-UT,2019-09,0.0055,0.0083,0.0019,0.659,0.2166,0.0215,0,0.0642,0.0231
US-CA,2019-09,0.0035,0.0541,0.0281,0.0008,0.4703,0.153,0.075,0.1491,0.0662
US-MD,2019-09,0.0111,0,0.0094,0.2135,0.3367,0.0132,0.3888,0.0142,0.0131
US-MI,2019-09,0.0084,0,0.0183,0.3345,0.3005,0.0041,0.2978,0.0013,0.0352
US-MO,2019-09,0.0008,0,0.0019,0.6648,0.135,0.0204,0.1344,0.0014,0.0414
US-LA,2019-09,0.0404,0,0.0219,0.0953,0.6719,0.0084,0.162,0,0
US-OR,2019-09,0.0009,0.0033,0.0165,0.057,0.4207,0.3612,0,0.0123,0.1281
US-OK,2019-09,0.0002,0,0.0017,0.1054,0.5421,0.0267,0,0.0006,0.3233
US-VA,2019-09,0.0077,0,0.0432,0.0221,0.663,-0.0073,0.2604,0.011,0
US-IA,2019-09,0.0003,0,0.0041,0.3297,0.144,0.0093,0.0827,0.0003,0.4295
US-NV,2019-09,0.0008,0.0871,0.0012,0.072,0.6554,0.0471,0,0.1284,0.0079
US-KS,2019-09,0.002,0,0.0012,0.3412,0.0611,0.0004,0.1221,0.0002,0.472
US-NH,2019-09,0.0037,0,0.061,0.0089,0.2304,0.0288,0.6471,0,0.02
US-NE,2019-09,0.0003,0,0.0022,0.5636,0.0343,0.025,0.175,0.0009,0.1986
US-ND,2019-09,0.0017,0,0,0.5962,0.0442,0.0594,0,0,0.2984
US-TX,2019-09,0.0012,0,0.0024,0.1818,0.5832,0.0019,0.0783,0.0087,0.1425
US-MT,2019-09,0.0238,0,0.0008,0.5487,0.018,0.3239,0,0.0011,0.0838
US-DE,2019-09,0.0005,0,0.0111,-0.0062,0.9825,0,0,0.0114,0.0008
US-WI,2019-09,0.0028,0,0.0194,0.4086,0.3297,0.0426,0.1726,0.0009,0.0235
US-ME,2019-09,0.0453,0,0.2737,0.0102,0.2553,0.1547,0,0.0011,0.2595
US-MS,2019-09,0.0001,0,0.0199,0.0695,0.7595,0,0.1461,0.0048,0
US-AL,2019-09,0.0001,0,0.0208,0.1915,0.4521,0.0525,0.2797,0.0032,0
US-MN,2019-09,0.0064,0,0.0214,0.2641,0.2289,0.0135,0.2413,0.0228,0.2016
US-CO,2019-09,0.0014,0,0.0029,0.431,0.2902,0.028,0,0.0242,0.2224
US-NJ,2019-09,0.0096,0,0.0101,0.0146,0.5692,-0.001,0.379,0.0182,0.0002
US-WY,2019-09,0.0029,0,0,0.8408,0.0302,0.0217,0,0.0046,0.0998
US-ID,2019-09,0.0032,0.0052,0.0206,0.0017,0.2647,0.5292,0,0.032,0.1432
US-AR,2019-09,0.0004,0,0.0175,0.4041,0.3194,0.0399,0.215,0.0036,0
US-NY,2019-09,0.0075,0,0.015,0,0.3634,0.2303,0.3538,0.0047,0.0251
CA-NL,2019-10,0.0032,0.0001,0.006,0.0236,0.0373,0.9246,0,0,0.0052
